index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DNPURA,U20403,DNPURA,11,Used autos,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNETRA,U20403,DNETRA,12,Net transactions in used autos,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMARRA,U20403,DMARRA,13,Used auto margin,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREERA,U20403,DREERA,14,Employee reimbursement,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DUTRRA,U20403,DUTRRA,15,Used light trucks,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DUTNRA,U20403,DUTNRA,16,Net transactions in used trucks,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DUTMRA,U20403,DUTMRA,17,Used truck margin,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMVPRA,U20403,DMVPRA,18,Motor vehicle parts and accessories (58),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTATRA,U20403,DTATRA,19,Tires,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPAARA,U20403,DPAARA,20,Accessories and parts,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFDHRA,U20403,DFDHRA,21,Furnishings and durable household equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFFFRA,U20403,DFFFRA,22,Furniture and furnishings (parts of 31 and 32),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFNRRA,U20403,DFNRRA,23,Furniture,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCLFRA,U20403,DCLFRA,24,"Clocks, lamps, lighting fixtures, and other household decorative items",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFLRRA,U20403,DFLRRA,25,Carpets and other floor coverings,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWCTRA,U20403,DWCTRA,26,Window coverings,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAPPRA,U20403,DAPPRA,27,Household appliances (part of 33),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMHARA,U20403,DMHARA,28,Major household appliances,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSEARA,U20403,DSEARA,29,Small electric household appliances,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DUTERA,U20403,DUTERA,30,"Glassware, tableware, and household utensils (34)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCHNRA,U20403,DCHNRA,31,Dishes and flatware,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNECRA,U20403,DNECRA,32,Nonelectric cookware and tableware,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTOORA,U20403,DTOORA,33,Tools and equipment for house and garden (35),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DHDWRA,U20403,DHDWRA,34,"Tools, hardware, and supplies",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLWNRA,U20403,DLWNRA,35,Outdoor equipment and supplies,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREQRA,U20403,DREQRA,36,Recreational goods and vehicles,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVAPRA,U20403,DVAPRA,37,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVAARA,U20403,DVAARA,38,Video and audio equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTVSRA,U20403,DTVSRA,39,Televisions,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOVARA,U20403,DOVARA,40,Other video equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAUDRA,U20403,DAUDRA,41,Audio equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRECRA,U20403,DRECRA,42,Recording media,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRTDRA,U20403,DRTDRA,43,"Audio discs, tapes, vinyl, and permanent digital downloads",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOVERA,U20403,DOVERA,44,"Video discs, tapes, and permanent digital downloads",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCAMRA,U20403,DCAMRA,45,Photographic equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DIPERA,U20403,DIPERA,46,Information processing equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCPPRA,U20403,DCPPRA,47,Personal computers/tablets and peripheral equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCPSRA,U20403,DCPSRA,48,Computer software and accessories,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOIPRA,U20403,DOIPRA,49,"Calculators, typewriters, and other information processing equipment",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSPGRA,U20403,DSPGRA,50,"Sporting equipment, supplies, guns, and ammunition (part of 80)",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWHLRA,U20403,DWHLRA,51,Sports and recreational vehicles (79),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMCYRA,U20403,DMCYRA,52,Motorcycles,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBCYRA,U20403,DBCYRA,53,Bicycles and accessories,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBARRA,U20403,DBARRA,54,"Pleasure boats, aircraft, and other recreational vehicles",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBOARA,U20403,DBOARA,55,Pleasure boats,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAIRRA,U20403,DAIRRA,56,Pleasure aircraft,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREVRA,U20403,DREVRA,57,Other recreational vehicles,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRBKRA,U20403,DRBKRA,58,Recreational books (part of 90),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMSCRA,U20403,DMSCRA,59,Musical instruments (part of 80),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DODGRA,U20403,DODGRA,60,Other durable goods,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DJRYRA,U20403,DJRYRA,61,Jewelry and watches (part of 119),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DJLYRA,U20403,DJLYRA,62,Jewelry,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWTCRA,U20403,DWTCRA,63,Watches,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTAERA,U20403,DTAERA,64,Therapeutic appliances and equipment (42),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTMERA,U20403,DTMERA,65,Therapeutic medical equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DEYERA,U20403,DEYERA,66,Corrective eyeglasses and contact lenses,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DEBKRA,U20403,DEBKRA,67,Educational books (96),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLUGRA,U20403,DLUGRA,68,Luggage and similar personal items (part of 119),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTCERA,U20403,DTCERA,69,Telephone and related communication equipment,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNDGRA,U20403,DNDGRA,70,Nondurable goods,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFXARA,U20403,DFXARA,71,Food and beverages purchased for off-premises consumption,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTFDRA,U20403,DTFDRA,72,Food and nonalcoholic beverages purchased for off-premises consumption (4),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFOFRA,U20403,DFOFRA,73,Food purchased for off-premises consumption,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCBPRA,U20403,DCBPRA,74,Cereals and bakery products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGRARA,U20403,DGRARA,75,Cereals,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBAKRA,U20403,DBAKRA,76,Bakery products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMAPRA,U20403,DMAPRA,77,Meats and poultry,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBEERA,U20403,DBEERA,78,Beef and veal,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPORRA,U20403,DPORRA,79,Pork,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMEARA,U20403,DMEARA,80,Other meats,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPOURA,U20403,DPOURA,81,Poultry,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFISRA,U20403,DFISRA,82,Fish and seafood,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMDERA,U20403,DMDERA,83,"Milk, dairy products, and eggs",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMILRA,U20403,DMILRA,84,Fresh milk,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DDAIRA,U20403,DDAIRA,85,Processed dairy products,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGGSRA,U20403,DGGSRA,86,Eggs,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFATRA,U20403,DFATRA,87,Fats and oils,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFAVRA,U20403,DFAVRA,88,Fresh fruits and vegetables,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFRURA,U20403,DFRURA,89,Fruit (fresh),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVEGRA,U20403,DVEGRA,90,Vegetables (fresh),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPFVRA,U20403,DPFVRA,91,Processed fruits and vegetables,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSWERA,U20403,DSWERA,92,Sugar and sweets,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOFDRA,U20403,DOFDRA,93,"Food products, not elsewhere classified",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNBVRA,U20403,DNBVRA,94,Nonalcoholic beverages purchased for off-premises consumption,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCTMRA,U20403,DCTMRA,95,"Coffee, tea, and other beverage materials",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DJNBRA,U20403,DJNBRA,96,"Mineral waters, soft drinks, and vegetable juices",Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAOPRA,U20403,DAOPRA,97,Alcoholic beverages purchased for off-premises consumption (5),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLIQRA,U20403,DLIQRA,98,Spirits,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWINRA,U20403,DWINRA,99,Wine,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMLTRA,U20403,DMLTRA,100,Beer,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFFDRA,U20403,DFFDRA,101,Food produced and consumed on farms (6),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCLORA,U20403,DCLORA,102,Clothing and footwear,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGARRA,U20403,DGARRA,103,Garments,Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWGCRA,U20403,DWGCRA,104,Women's and girls' clothing (10),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMBCRA,U20403,DMBCRA,105,Men's and boys' clothing (11),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCICRA,U20403,DCICRA,106,Children's and infants' clothing (12),Fisher Quantity Index,Level,0,"Table 2.4.3U. Real Personal Consumption Expenditures by Type of Product, Quantity Indexes [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
