index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DBARRG,U20404,DBARRG,54,"Pleasure boats, aircraft, and other recreational vehicles",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBOARG,U20404,DBOARG,55,Pleasure boats,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAIRRG,U20404,DAIRRG,56,Pleasure aircraft,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DREVRG,U20404,DREVRG,57,Other recreational vehicles,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DRBKRG,U20404,DRBKRG,58,Recreational books (part of 90),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMSCRG,U20404,DMSCRG,59,Musical instruments (part of 80),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DODGRG,U20404,DODGRG,60,Other durable goods,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DJRYRG,U20404,DJRYRG,61,Jewelry and watches (part of 119),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DJLYRG,U20404,DJLYRG,62,Jewelry,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWTCRG,U20404,DWTCRG,63,Watches,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTAERG,U20404,DTAERG,64,Therapeutic appliances and equipment (42),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTMERG,U20404,DTMERG,65,Therapeutic medical equipment,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DEYERG,U20404,DEYERG,66,Corrective eyeglasses and contact lenses,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DEBKRG,U20404,DEBKRG,67,Educational books (96),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLUGRG,U20404,DLUGRG,68,Luggage and similar personal items (part of 119),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTCERG,U20404,DTCERG,69,Telephone and related communication equipment,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNDGRG,U20404,DNDGRG,70,Nondurable goods,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFXARG,U20404,DFXARG,71,Food and beverages purchased for off-premises consumption,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DTFDRG,U20404,DTFDRG,72,Food and nonalcoholic beverages purchased for off-premises consumption (4),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFOFRG,U20404,DFOFRG,73,Food purchased for off-premises consumption,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCBPRG,U20404,DCBPRG,74,Cereals and bakery products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGRARG,U20404,DGRARG,75,Cereals,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBAKRG,U20404,DBAKRG,76,Bakery products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMAPRG,U20404,DMAPRG,77,Meats and poultry,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DBEERG,U20404,DBEERG,78,Beef and veal,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPORRG,U20404,DPORRG,79,Pork,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMEARG,U20404,DMEARG,80,Other meats,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPOURG,U20404,DPOURG,81,Poultry,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFISRG,U20404,DFISRG,82,Fish and seafood,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMDERG,U20404,DMDERG,83,"Milk, dairy products, and eggs",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMILRG,U20404,DMILRG,84,Fresh milk,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DDAIRG,U20404,DDAIRG,85,Processed dairy products,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGGSRG,U20404,DGGSRG,86,Eggs,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFATRG,U20404,DFATRG,87,Fats and oils,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFAVRG,U20404,DFAVRG,88,Fresh fruits and vegetables,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFRURG,U20404,DFRURG,89,Fruit (fresh),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DVEGRG,U20404,DVEGRG,90,Vegetables (fresh),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DPFVRG,U20404,DPFVRG,91,Processed fruits and vegetables,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSWERG,U20404,DSWERG,92,Sugar and sweets,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOFDRG,U20404,DOFDRG,93,"Food products, not elsewhere classified",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DNBVRG,U20404,DNBVRG,94,Nonalcoholic beverages purchased for off-premises consumption,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCTMRG,U20404,DCTMRG,95,"Coffee, tea, and other beverage materials",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DJNBRG,U20404,DJNBRG,96,"Mineral waters, soft drinks, and vegetable juices",Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DAOPRG,U20404,DAOPRG,97,Alcoholic beverages purchased for off-premises consumption (5),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DLIQRG,U20404,DLIQRG,98,Spirits,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWINRG,U20404,DWINRG,99,Wine,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMLTRG,U20404,DMLTRG,100,Beer,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DFFDRG,U20404,DFFDRG,101,Food produced and consumed on farms (6),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCLORG,U20404,DCLORG,102,Clothing and footwear,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGARRG,U20404,DGARRG,103,Garments,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DWGCRG,U20404,DWGCRG,104,Women's and girls' clothing (10),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMBCRG,U20404,DMBCRG,105,Men's and boys' clothing (11),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCICRG,U20404,DCICRG,106,Children's and infants' clothing (12),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DOCCRG,U20404,DOCCRG,107,Other clothing materials and footwear (13 and 17),Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DCSMRG,U20404,DCSMRG,108,Clothing materials,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DMICRG,U20404,DMICRG,109,Standard clothing issued to military personnel,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DSHURG,U20404,DSHURG,110,Shoes and other footwear,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
DGOERG,U20404,DGOERG,111,Gasoline and other energy goods,Fisher Price Index,Level,0,"Table 2.4.4U. Price Indexes for Personal Consumption Expenditures by Type of Product [Index numbers, 2012=100; quarters and months are seasonally adjusted] - LastRevised: April 30, 2021"
