index,TableName,SeriesCode,LineNumber,LineDescription,METRIC_NAME,CL_UNIT,UNIT_MULT,Notes
DPAARC,U20405,DPAARC,20,Accessories and parts,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFDHRC,U20405,DFDHRC,21,Furnishings and durable household equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFFFRC,U20405,DFFFRC,22,Furniture and furnishings (parts of 31 and 32),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFNRRC,U20405,DFNRRC,23,Furniture,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCLFRC,U20405,DCLFRC,24,"Clocks, lamps, lighting fixtures, and other household decorative items",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFLRRC,U20405,DFLRRC,25,Carpets and other floor coverings,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWCTRC,U20405,DWCTRC,26,Window coverings,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAPPRC,U20405,DAPPRC,27,Household appliances (part of 33),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMHARC,U20405,DMHARC,28,Major household appliances,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSEARC,U20405,DSEARC,29,Small electric household appliances,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DUTERC,U20405,DUTERC,30,"Glassware, tableware, and household utensils (34)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCHNRC,U20405,DCHNRC,31,Dishes and flatware,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNECRC,U20405,DNECRC,32,Nonelectric cookware and tableware,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTOORC,U20405,DTOORC,33,Tools and equipment for house and garden (35),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DHDWRC,U20405,DHDWRC,34,"Tools, hardware, and supplies",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLWNRC,U20405,DLWNRC,35,Outdoor equipment and supplies,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREQRC,U20405,DREQRC,36,Recreational goods and vehicles,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVAPRC,U20405,DVAPRC,37,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVAARC,U20405,DVAARC,38,Video and audio equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTVSRC,U20405,DTVSRC,39,Televisions,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOVARC,U20405,DOVARC,40,Other video equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAUDRC,U20405,DAUDRC,41,Audio equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRECRC,U20405,DRECRC,42,Recording media,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRTDRC,U20405,DRTDRC,43,"Audio discs, tapes, vinyl, and permanent digital downloads",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOVERC,U20405,DOVERC,44,"Video discs, tapes, and permanent digital downloads",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCAMRC,U20405,DCAMRC,45,Photographic equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DIPERC,U20405,DIPERC,46,Information processing equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCPPRC,U20405,DCPPRC,47,Personal computers/tablets and peripheral equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCPSRC,U20405,DCPSRC,48,Computer software and accessories,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOIPRC,U20405,DOIPRC,49,"Calculators, typewriters, and other information processing equipment",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSPGRC,U20405,DSPGRC,50,"Sporting equipment, supplies, guns, and ammunition (part of 80)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWHLRC,U20405,DWHLRC,51,Sports and recreational vehicles (79),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMCYRC,U20405,DMCYRC,52,Motorcycles,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DBCYRC,U20405,DBCYRC,53,Bicycles and accessories,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DBARRC,U20405,DBARRC,54,"Pleasure boats, aircraft, and other recreational vehicles",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DBOARC,U20405,DBOARC,55,Pleasure boats,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAIRRC,U20405,DAIRRC,56,Pleasure aircraft,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DREVRC,U20405,DREVRC,57,Other recreational vehicles,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DRBKRC,U20405,DRBKRC,58,Recreational books (part of 90),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMSCRC,U20405,DMSCRC,59,Musical instruments (part of 80),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DODGRC,U20405,DODGRC,60,Other durable goods,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DJRYRC,U20405,DJRYRC,61,Jewelry and watches (part of 119),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DJLYRC,U20405,DJLYRC,62,Jewelry,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWTCRC,U20405,DWTCRC,63,Watches,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTAERC,U20405,DTAERC,64,Therapeutic appliances and equipment (42),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTMERC,U20405,DTMERC,65,Therapeutic medical equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DEYERC,U20405,DEYERC,66,Corrective eyeglasses and contact lenses,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DEBKRC,U20405,DEBKRC,67,Educational books (96),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLUGRC,U20405,DLUGRC,68,Luggage and similar personal items (part of 119),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTCERC,U20405,DTCERC,69,Telephone and related communication equipment,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNDGRC,U20405,DNDGRC,70,Nondurable goods,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFXARC,U20405,DFXARC,71,Food and beverages purchased for off-premises consumption,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DTFDRC,U20405,DTFDRC,72,Food and nonalcoholic beverages purchased for off-premises consumption (4),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFOFRC,U20405,DFOFRC,73,Food purchased for off-premises consumption,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCBPRC,U20405,DCBPRC,74,Cereals and bakery products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGRARC,U20405,DGRARC,75,Cereals,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DBAKRC,U20405,DBAKRC,76,Bakery products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMAPRC,U20405,DMAPRC,77,Meats and poultry,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DBEERC,U20405,DBEERC,78,Beef and veal,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPORRC,U20405,DPORRC,79,Pork,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMEARC,U20405,DMEARC,80,Other meats,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPOURC,U20405,DPOURC,81,Poultry,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFISRC,U20405,DFISRC,82,Fish and seafood,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMDERC,U20405,DMDERC,83,"Milk, dairy products, and eggs",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMILRC,U20405,DMILRC,84,Fresh milk,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DDAIRC,U20405,DDAIRC,85,Processed dairy products,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGGSRC,U20405,DGGSRC,86,Eggs,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFATRC,U20405,DFATRC,87,Fats and oils,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFAVRC,U20405,DFAVRC,88,Fresh fruits and vegetables,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFRURC,U20405,DFRURC,89,Fruit (fresh),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DVEGRC,U20405,DVEGRC,90,Vegetables (fresh),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPFVRC,U20405,DPFVRC,91,Processed fruits and vegetables,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSWERC,U20405,DSWERC,92,Sugar and sweets,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOFDRC,U20405,DOFDRC,93,"Food products, not elsewhere classified",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DNBVRC,U20405,DNBVRC,94,Nonalcoholic beverages purchased for off-premises consumption,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCTMRC,U20405,DCTMRC,95,"Coffee, tea, and other beverage materials",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DJNBRC,U20405,DJNBRC,96,"Mineral waters, soft drinks, and vegetable juices",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DAOPRC,U20405,DAOPRC,97,Alcoholic beverages purchased for off-premises consumption (5),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLIQRC,U20405,DLIQRC,98,Spirits,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWINRC,U20405,DWINRC,99,Wine,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMLTRC,U20405,DMLTRC,100,Beer,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFFDRC,U20405,DFFDRC,101,Food produced and consumed on farms (6),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCLORC,U20405,DCLORC,102,Clothing and footwear,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGARRC,U20405,DGARRC,103,Garments,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DWGCRC,U20405,DWGCRC,104,Women's and girls' clothing (10),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMBCRC,U20405,DMBCRC,105,Men's and boys' clothing (11),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCICRC,U20405,DCICRC,106,Children's and infants' clothing (12),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOCCRC,U20405,DOCCRC,107,Other clothing materials and footwear (13 and 17),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DCSMRC,U20405,DCSMRC,108,Clothing materials,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMICRC,U20405,DMICRC,109,Standard clothing issued to military personnel,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DSHURC,U20405,DSHURC,110,Shoes and other footwear,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGOERC,U20405,DGOERC,111,Gasoline and other energy goods,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DMFLRC,U20405,DMFLRC,112,"Motor vehicle fuels, lubricants, and fluids (59)",Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DGASRC,U20405,DGASRC,113,Gasoline and other motor fuel,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLUBRC,U20405,DLUBRC,114,Lubricants and fluids,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DFULRC,U20405,DFULRC,115,Fuel oil and other fuels (29),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DOILRC,U20405,DOILRC,116,Fuel oil,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DLPFRC,U20405,DLPFRC,117,Other fuels,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DONGRC,U20405,DONGRC,118,Other nondurable goods,Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
DPHMRC,U20405,DPHMRC,119,Pharmaceutical and other medical products (40 and 41),Current Dollars,Level,6,"Table 2.4.5U. Personal Consumption Expenditures by Type of Product [Millions of dollars; quarters and months are seasonally adjusted at annual rates] - LastRevised: April 30, 2021"
